mechanism,p,threshold,bonus,audit_pi,side_interest,strategy,report,expected_payoff,deviation_gain,audit_score_variance
coupled_audit,0.5,0.7,1,1,4,threshold,0.7,1.71,0.96,0.039999999999999925
coupled_audit,0.5,0.7,1,1,4,best_grid,0.7,1.71,0.96,0.039999999999999925
separated_audit,0.5,0.7,1,1,4,truthful,0.5,0.75,0.0,0.0
separated_audit,0.5,0.7,1,1,4,inflated,0.65,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,1,1,4,deflated,0.35,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,1,1,4,threshold,0.7,4.71,3.96,0.039999999999999925
separated_audit,0.5,0.7,1,1,4,best_grid,0.7,4.71,3.96,0.039999999999999925
coupled_winner,0.5,0.7,2,0.01,0,truthful,0.5,0.0,0.0,55.6875
coupled_winner,0.5,0.7,2,0.01,0,inflated,0.65,0.0,0.0,54.64636874999999
coupled_winner,0.5,0.7,2,0.01,0,deflated,0.35,0.0,0.0,54.64636874999999
coupled_winner,0.5,0.7,2,0.01,0,threshold,0.7,2.71,2.71,53.90589999999999
coupled_winner,0.5,0.7,2,0.01,0,best_grid,0.7,2.71,2.71,53.90589999999999
coupled_audit,0.5,0.7,2,0.01,0,truthful,0.5,0.75,0.0,55.6875
coupled_audit,0.5,0.7,2,0.01,0,inflated,0.65,0.7275,-0.022499999999999964,54.64636874999999
coupled_audit,0.5,0.7,2,0.01,0,deflated,0.35,0.7275,-0.022499999999999964,54.64636874999999
coupled_audit,0.5,0.7,2,0.01,0,threshold,0.7,2.71,1.96,53.90589999999999
coupled_audit,0.5,0.7,2,0.01,0,best_grid,0.7,2.71,1.96,53.90589999999999
separated_audit,0.5,0.7,2,0.01,0,truthful,0.5,0.75,0.0,55.6875
separated_audit,0.5,0.7,2,0.01,0,inflated,0.65,0.7275,-0.022499999999999964,54.64636874999999
separated_audit,0.5,0.7,2,0.01,0,deflated,0.35,0.7275,-0.022499999999999964,54.64636874999999
separated_audit,0.5,0.7,2,0.01,0,threshold,0.7,0.71,-0.040000000000000036,53.90589999999999
separated_audit,0.5,0.7,2,0.01,0,best_grid,0.5,0.75,0.0,55.6875
coupled_winner,0.5,0.7,2,0.01,0.25,truthful,0.5,0.0,0.0,55.6875
coupled_winner,0.5,0.7,2,0.01,0.25,inflated,0.65,0.0,0.0,54.64636874999999
coupled_winner,0.5,0.7,2,0.01,0.25,deflated,0.35,0.0,0.0,54.64636874999999
coupled_winner,0.5,0.7,2,0.01,0.25,threshold,0.7,2.71,2.71,53.90589999999999
coupled_winner,0.5,0.7,2,0.01,0.25,best_grid,0.7,2.71,2.71,53.90589999999999
coupled_audit,0.5,0.7,2,0.01,0.25,truthful,0.5,0.75,0.0,55.6875
coupled_audit,0.5,0.7,2,0.01,0.25,inflated,0.65,0.7275,-0.022499999999999964,54.64636874999999
coupled_audit,0.5,0.7,2,0.01,0.25,deflated,0.35,0.7275,-0.022499999999999964,54.64636874999999
coupled_audit,0.5,0.7,2,0.01,0.25,threshold,0.7,2.71,1.96,53.90589999999999
coupled_audit,0.5,0.7,2,0.01,0.25,best_grid,0.7,2.71,1.96,53.90589999999999
separated_audit,0.5,0.7,2,0.01,0.25,truthful,0.5,0.75,0.0,55.6875
separated_audit,0.5,0.7,2,0.01,0.25,inflated,0.65,0.7275,-0.022499999999999964,54.64636874999999
separated_audit,0.5,0.7,2,0.01,0.25,deflated,0.35,0.7275,-0.022499999999999964,54.64636874999999
separated_audit,0.5,0.7,2,0.01,0.25,threshold,0.7,0.96,0.20999999999999996,53.90589999999999
separated_audit,0.5,0.7,2,0.01,0.25,best_grid,0.7,0.96,0.20999999999999996,53.90589999999999
coupled_winner,0.5,0.7,2,0.01,1,truthful,0.5,0.0,0.0,55.6875
coupled_winner,0.5,0.7,2,0.01,1,inflated,0.65,0.0,0.0,54.64636874999999
coupled_winner,0.5,0.7,2,0.01,1,deflated,0.35,0.0,0.0,54.64636874999999
coupled_winner,0.5,0.7,2,0.01,1,threshold,0.7,2.71,2.71,53.90589999999999
coupled_winner,0.5,0.7,2,0.01,1,best_grid,0.7,2.71,2.71,53.90589999999999
coupled_audit,0.5,0.7,2,0.01,1,truthful,0.5,0.75,0.0,55.6875
coupled_audit,0.5,0.7,2,0.01,1,inflated,0.65,0.7275,-0.022499999999999964,54.64636874999999
coupled_audit,0.5,0.7,2,0.01,1,deflated,0.35,0.7275,-0.022499999999999964,54.64636874999999
coupled_audit,0.5,0.7,2,0.01,1,threshold,0.7,2.71,1.96,53.90589999999999
coupled_audit,0.5,0.7,2,0.01,1,best_grid,0.7,2.71,1.96,53.90589999999999
separated_audit,0.5,0.7,2,0.01,1,truthful,0.5,0.75,0.0,55.6875
separated_audit,0.5,0.7,2,0.01,1,inflated,0.65,0.7275,-0.022499999999999964,54.64636874999999
separated_audit,0.5,0.7,2,0.01,1,deflated,0.35,0.7275,-0.022499999999999964,54.64636874999999
separated_audit,0.5,0.7,2,0.01,1,threshold,0.7,1.71,0.96,53.90589999999999
separated_audit,0.5,0.7,2,0.01,1,best_grid,0.7,1.71,0.96,53.90589999999999
coupled_winner,0.5,0.7,2,0.01,4,truthful,0.5,0.0,0.0,55.6875
coupled_winner,0.5,0.7,2,0.01,4,inflated,0.65,0.0,0.0,54.64636874999999
coupled_winner,0.5,0.7,2,0.01,4,deflated,0.35,0.0,0.0,54.64636874999999
coupled_winner,0.5,0.7,2,0.01,4,threshold,0.7,2.71,2.71,53.90589999999999
coupled_winner,0.5,0.7,2,0.01,4,best_grid,0.7,2.71,2.71,53.90589999999999
coupled_audit,0.5,0.7,2,0.01,4,truthful,0.5,0.75,0.0,55.6875
coupled_audit,0.5,0.7,2,0.01,4,inflated,0.65,0.7275,-0.022499999999999964,54.64636874999999
coupled_audit,0.5,0.7,2,0.01,4,deflated,0.35,0.7275,-0.022499999999999964,54.64636874999999
coupled_audit,0.5,0.7,2,0.01,4,threshold,0.7,2.71,1.96,53.90589999999999
coupled_audit,0.5,0.7,2,0.01,4,best_grid,0.7,2.71,1.96,53.90589999999999
separated_audit,0.5,0.7,2,0.01,4,truthful,0.5,0.75,0.0,55.6875
separated_audit,0.5,0.7,2,0.01,4,inflated,0.65,0.7275,-0.022499999999999964,54.64636874999999
separated_audit,0.5,0.7,2,0.01,4,deflated,0.35,0.7275,-0.022499999999999964,54.64636874999999
separated_audit,0.5,0.7,2,0.01,4,threshold,0.7,4.71,3.96,53.90589999999999
separated_audit,0.5,0.7,2,0.01,4,best_grid,0.7,4.71,3.96,53.90589999999999
coupled_winner,0.5,0.7,2,0.05,0,truthful,0.5,0.0,0.0,10.6875
coupled_winner,0.5,0.7,2,0.05,0,inflated,0.65,0.0,0.0,10.50586875
coupled_winner,0.5,0.7,2,0.05,0,deflated,0.35,0.0,0.0,10.50586875
coupled_winner,0.5,0.7,2,0.05,0,threshold,0.7,2.71,2.71,10.377899999999999
coupled_winner,0.5,0.7,2,0.05,0,best_grid,0.7,2.71,2.71,10.377899999999999
coupled_audit,0.5,0.7,2,0.05,0,truthful,0.5,0.75,0.0,10.6875
coupled_audit,0.5,0.7,2,0.05,0,inflated,0.65,0.7275,-0.022499999999999964,10.50586875
coupled_audit,0.5,0.7,2,0.05,0,deflated,0.35,0.7275,-0.022499999999999964,10.50586875
coupled_audit,0.5,0.7,2,0.05,0,threshold,0.7,2.71,1.96,10.377899999999999
coupled_audit,0.5,0.7,2,0.05,0,best_grid,0.7,2.71,1.96,10.377899999999999
separated_audit,0.5,0.7,2,0.05,0,truthful,0.5,0.75,0.0,10.6875
separated_audit,0.5,0.7,2,0.05,0,inflated,0.65,0.7275,-0.022499999999999964,10.50586875
separated_audit,0.5,0.7,2,0.05,0,deflated,0.35,0.7275,-0.022499999999999964,10.50586875
separated_audit,0.5,0.7,2,0.05,0,threshold,0.7,0.71,-0.040000000000000036,10.377899999999999
separated_audit,0.5,0.7,2,0.05,0,best_grid,0.5,0.75,0.0,10.6875
coupled_winner,0.5,0.7,2,0.05,0.25,truthful,0.5,0.0,0.0,10.6875
coupled_winner,0.5,0.7,2,0.05,0.25,inflated,0.65,0.0,0.0,10.50586875
coupled_winner,0.5,0.7,2,0.05,0.25,deflated,0.35,0.0,0.0,10.50586875
coupled_winner,0.5,0.7,2,0.05,0.25,threshold,0.7,2.71,2.71,10.377899999999999
coupled_winner,0.5,0.7,2,0.05,0.25,best_grid,0.7,2.71,2.71,10.377899999999999
coupled_audit,0.5,0.7,2,0.05,0.25,truthful,0.5,0.75,0.0,10.6875
coupled_audit,0.5,0.7,2,0.05,0.25,inflated,0.65,0.7275,-0.022499999999999964,10.50586875
coupled_audit,0.5,0.7,2,0.05,0.25,deflated,0.35,0.7275,-0.022499999999999964,10.50586875
coupled_audit,0.5,0.7,2,0.05,0.25,threshold,0.7,2.71,1.96,10.377899999999999
coupled_audit,0.5,0.7,2,0.05,0.25,best_grid,0.7,2.71,1.96,10.377899999999999
separated_audit,0.5,0.7,2,0.05,0.25,truthful,0.5,0.75,0.0,10.6875
separated_audit,0.5,0.7,2,0.05,0.25,inflated,0.65,0.7275,-0.022499999999999964,10.50586875
separated_audit,0.5,0.7,2,0.05,0.25,deflated,0.35,0.7275,-0.022499999999999964,10.50586875
separated_audit,0.5,0.7,2,0.05,0.25,threshold,0.7,0.96,0.20999999999999996,10.377899999999999
separated_audit,0.5,0.7,2,0.05,0.25,best_grid,0.7,0.96,0.20999999999999996,10.377899999999999
coupled_winner,0.5,0.7,2,0.05,1,truthful,0.5,0.0,0.0,10.6875
coupled_winner,0.5,0.7,2,0.05,1,inflated,0.65,0.0,0.0,10.50586875
coupled_winner,0.5,0.7,2,0.05,1,deflated,0.35,0.0,0.0,10.50586875
coupled_winner,0.5,0.7,2,0.05,1,threshold,0.7,2.71,2.71,10.377899999999999
coupled_winner,0.5,0.7,2,0.05,1,best_grid,0.7,2.71,2.71,10.377899999999999
coupled_audit,0.5,0.7,2,0.05,1,truthful,0.5,0.75,0.0,10.6875
coupled_audit,0.5,0.7,2,0.05,1,inflated,0.65,0.7275,-0.022499999999999964,10.50586875
coupled_audit,0.5,0.7,2,0.05,1,deflated,0.35,0.7275,-0.022499999999999964,10.50586875
coupled_audit,0.5,0.7,2,0.05,1,threshold,0.7,2.71,1.96,10.377899999999999
coupled_audit,0.5,0.7,2,0.05,1,best_grid,0.7,2.71,1.96,10.377899999999999
separated_audit,0.5,0.7,2,0.05,1,truthful,0.5,0.75,0.0,10.6875
separated_audit,0.5,0.7,2,0.05,1,inflated,0.65,0.7275,-0.022499999999999964,10.50586875
separated_audit,0.5,0.7,2,0.05,1,deflated,0.35,0.7275,-0.022499999999999964,10.50586875
separated_audit,0.5,0.7,2,0.05,1,threshold,0.7,1.71,0.96,10.377899999999999
separated_audit,0.5,0.7,2,0.05,1,best_grid,0.7,1.71,0.96,10.377899999999999
coupled_winner,0.5,0.7,2,0.05,4,truthful,0.5,0.0,0.0,10.6875
coupled_winner,0.5,0.7,2,0.05,4,inflated,0.65,0.0,0.0,10.50586875
coupled_winner,0.5,0.7,2,0.05,4,deflated,0.35,0.0,0.0,10.50586875
coupled_winner,0.5,0.7,2,0.05,4,threshold,0.7,2.71,2.71,10.377899999999999
coupled_winner,0.5,0.7,2,0.05,4,best_grid,0.7,2.71,2.71,10.377899999999999
coupled_audit,0.5,0.7,2,0.05,4,truthful,0.5,0.75,0.0,10.6875
coupled_audit,0.5,0.7,2,0.05,4,inflated,0.65,0.7275,-0.022499999999999964,10.50586875
coupled_audit,0.5,0.7,2,0.05,4,deflated,0.35,0.7275,-0.022499999999999964,10.50586875
coupled_audit,0.5,0.7,2,0.05,4,threshold,0.7,2.71,1.96,10.377899999999999
coupled_audit,0.5,0.7,2,0.05,4,best_grid,0.7,2.71,1.96,10.377899999999999
separated_audit,0.5,0.7,2,0.05,4,truthful,0.5,0.75,0.0,10.6875
separated_audit,0.5,0.7,2,0.05,4,inflated,0.65,0.7275,-0.022499999999999964,10.50586875
separated_audit,0.5,0.7,2,0.05,4,deflated,0.35,0.7275,-0.022499999999999964,10.50586875
separated_audit,0.5,0.7,2,0.05,4,threshold,0.7,4.71,3.96,10.377899999999999
separated_audit,0.5,0.7,2,0.05,4,best_grid,0.7,4.71,3.96,10.377899999999999
coupled_winner,0.5,0.7,2,0.2,0,truthful,0.5,0.0,0.0,2.25
coupled_winner,0.5,0.7,2,0.2,0,inflated,0.65,0.0,0.0,2.2295249999999998
coupled_winner,0.5,0.7,2,0.2,0,deflated,0.35,0.0,0.0,2.2295249999999998
coupled_winner,0.5,0.7,2,0.2,0,threshold,0.7,2.71,2.71,2.2163999999999993
coupled_winner,0.5,0.7,2,0.2,0,best_grid,0.7,2.71,2.71,2.2163999999999993
coupled_audit,0.5,0.7,2,0.2,0,truthful,0.5,0.75,0.0,2.25
coupled_audit,0.5,0.7,2,0.2,0,inflated,0.65,0.7275,-0.022499999999999964,2.2295249999999998
coupled_audit,0.5,0.7,2,0.2,0,deflated,0.35,0.7275,-0.022499999999999964,2.2295249999999998
coupled_audit,0.5,0.7,2,0.2,0,threshold,0.7,2.71,1.96,2.2163999999999993
coupled_audit,0.5,0.7,2,0.2,0,best_grid,0.7,2.71,1.96,2.2163999999999993
separated_audit,0.5,0.7,2,0.2,0,truthful,0.5,0.75,0.0,2.25
separated_audit,0.5,0.7,2,0.2,0,inflated,0.65,0.7275,-0.022499999999999964,2.2295249999999998
separated_audit,0.5,0.7,2,0.2,0,deflated,0.35,0.7275,-0.022499999999999964,2.2295249999999998
separated_audit,0.5,0.7,2,0.2,0,threshold,0.7,0.71,-0.040000000000000036,2.2163999999999993
separated_audit,0.5,0.7,2,0.2,0,best_grid,0.5,0.75,0.0,2.25
coupled_winner,0.5,0.7,2,0.2,0.25,truthful,0.5,0.0,0.0,2.25
coupled_winner,0.5,0.7,2,0.2,0.25,inflated,0.65,0.0,0.0,2.2295249999999998
coupled_winner,0.5,0.7,2,0.2,0.25,deflated,0.35,0.0,0.0,2.2295249999999998
coupled_winner,0.5,0.7,2,0.2,0.25,threshold,0.7,2.71,2.71,2.2163999999999993
coupled_winner,0.5,0.7,2,0.2,0.25,best_grid,0.7,2.71,2.71,2.2163999999999993
coupled_audit,0.5,0.7,2,0.2,0.25,truthful,0.5,0.75,0.0,2.25
coupled_audit,0.5,0.7,2,0.2,0.25,inflated,0.65,0.7275,-0.022499999999999964,2.2295249999999998
coupled_audit,0.5,0.7,2,0.2,0.25,deflated,0.35,0.7275,-0.022499999999999964,2.2295249999999998
coupled_audit,0.5,0.7,2,0.2,0.25,threshold,0.7,2.71,1.96,2.2163999999999993
coupled_audit,0.5,0.7,2,0.2,0.25,best_grid,0.7,2.71,1.96,2.2163999999999993
separated_audit,0.5,0.7,2,0.2,0.25,truthful,0.5,0.75,0.0,2.25
separated_audit,0.5,0.7,2,0.2,0.25,inflated,0.65,0.7275,-0.022499999999999964,2.2295249999999998
separated_audit,0.5,0.7,2,0.2,0.25,deflated,0.35,0.7275,-0.022499999999999964,2.2295249999999998
separated_audit,0.5,0.7,2,0.2,0.25,threshold,0.7,0.96,0.20999999999999996,2.2163999999999993
separated_audit,0.5,0.7,2,0.2,0.25,best_grid,0.7,0.96,0.20999999999999996,2.2163999999999993
coupled_winner,0.5,0.7,2,0.2,1,truthful,0.5,0.0,0.0,2.25
coupled_winner,0.5,0.7,2,0.2,1,inflated,0.65,0.0,0.0,2.2295249999999998
coupled_winner,0.5,0.7,2,0.2,1,deflated,0.35,0.0,0.0,2.2295249999999998
coupled_winner,0.5,0.7,2,0.2,1,threshold,0.7,2.71,2.71,2.2163999999999993
coupled_winner,0.5,0.7,2,0.2,1,best_grid,0.7,2.71,2.71,2.2163999999999993
coupled_audit,0.5,0.7,2,0.2,1,truthful,0.5,0.75,0.0,2.25
coupled_audit,0.5,0.7,2,0.2,1,inflated,0.65,0.7275,-0.022499999999999964,2.2295249999999998
coupled_audit,0.5,0.7,2,0.2,1,deflated,0.35,0.7275,-0.022499999999999964,2.2295249999999998
coupled_audit,0.5,0.7,2,0.2,1,threshold,0.7,2.71,1.96,2.2163999999999993
coupled_audit,0.5,0.7,2,0.2,1,best_grid,0.7,2.71,1.96,2.2163999999999993
separated_audit,0.5,0.7,2,0.2,1,truthful,0.5,0.75,0.0,2.25
separated_audit,0.5,0.7,2,0.2,1,inflated,0.65,0.7275,-0.022499999999999964,2.2295249999999998
separated_audit,0.5,0.7,2,0.2,1,deflated,0.35,0.7275,-0.022499999999999964,2.2295249999999998
separated_audit,0.5,0.7,2,0.2,1,threshold,0.7,1.71,0.96,2.2163999999999993
separated_audit,0.5,0.7,2,0.2,1,best_grid,0.7,1.71,0.96,2.2163999999999993
coupled_winner,0.5,0.7,2,0.2,4,truthful,0.5,0.0,0.0,2.25
coupled_winner,0.5,0.7,2,0.2,4,inflated,0.65,0.0,0.0,2.2295249999999998
coupled_winner,0.5,0.7,2,0.2,4,deflated,0.35,0.0,0.0,2.2295249999999998
coupled_winner,0.5,0.7,2,0.2,4,threshold,0.7,2.71,2.71,2.2163999999999993
coupled_winner,0.5,0.7,2,0.2,4,best_grid,0.7,2.71,2.71,2.2163999999999993
coupled_audit,0.5,0.7,2,0.2,4,truthful,0.5,0.75,0.0,2.25
coupled_audit,0.5,0.7,2,0.2,4,inflated,0.65,0.7275,-0.022499999999999964,2.2295249999999998
coupled_audit,0.5,0.7,2,0.2,4,deflated,0.35,0.7275,-0.022499999999999964,2.2295249999999998
coupled_audit,0.5,0.7,2,0.2,4,threshold,0.7,2.71,1.96,2.2163999999999993
coupled_audit,0.5,0.7,2,0.2,4,best_grid,0.7,2.71,1.96,2.2163999999999993
separated_audit,0.5,0.7,2,0.2,4,truthful,0.5,0.75,0.0,2.25
separated_audit,0.5,0.7,2,0.2,4,inflated,0.65,0.7275,-0.022499999999999964,2.2295249999999998
separated_audit,0.5,0.7,2,0.2,4,deflated,0.35,0.7275,-0.022499999999999964,2.2295249999999998
separated_audit,0.5,0.7,2,0.2,4,threshold,0.7,4.71,3.96,2.2163999999999993
separated_audit,0.5,0.7,2,0.2,4,best_grid,0.7,4.71,3.96,2.2163999999999993
coupled_winner,0.5,0.7,2,1,0,truthful,0.5,0.0,0.0,0.0
coupled_winner,0.5,0.7,2,1,0,inflated,0.65,0.0,0.0,0.022499999999999853
coupled_winner,0.5,0.7,2,1,0,deflated,0.35,0.0,0.0,0.022499999999999853
coupled_winner,0.5,0.7,2,1,0,threshold,0.7,2.71,2.71,0.039999999999999925
coupled_winner,0.5,0.7,2,1,0,best_grid,0.7,2.71,2.71,0.039999999999999925
coupled_audit,0.5,0.7,2,1,0,truthful,0.5,0.75,0.0,0.0
coupled_audit,0.5,0.7,2,1,0,inflated,0.65,0.7275,-0.022499999999999964,0.022499999999999853
coupled_audit,0.5,0.7,2,1,0,deflated,0.35,0.7275,-0.022499999999999964,0.022499999999999853
coupled_audit,0.5,0.7,2,1,0,threshold,0.7,2.71,1.96,0.039999999999999925
coupled_audit,0.5,0.7,2,1,0,best_grid,0.7,2.71,1.96,0.039999999999999925
separated_audit,0.5,0.7,2,1,0,truthful,0.5,0.75,0.0,0.0
separated_audit,0.5,0.7,2,1,0,inflated,0.65,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,2,1,0,deflated,0.35,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,2,1,0,threshold,0.7,0.71,-0.040000000000000036,0.039999999999999925
separated_audit,0.5,0.7,2,1,0,best_grid,0.5,0.75,0.0,0.0
coupled_winner,0.5,0.7,2,1,0.25,truthful,0.5,0.0,0.0,0.0
coupled_winner,0.5,0.7,2,1,0.25,inflated,0.65,0.0,0.0,0.022499999999999853
coupled_winner,0.5,0.7,2,1,0.25,deflated,0.35,0.0,0.0,0.022499999999999853
coupled_winner,0.5,0.7,2,1,0.25,threshold,0.7,2.71,2.71,0.039999999999999925
coupled_winner,0.5,0.7,2,1,0.25,best_grid,0.7,2.71,2.71,0.039999999999999925
coupled_audit,0.5,0.7,2,1,0.25,truthful,0.5,0.75,0.0,0.0
coupled_audit,0.5,0.7,2,1,0.25,inflated,0.65,0.7275,-0.022499999999999964,0.022499999999999853
coupled_audit,0.5,0.7,2,1,0.25,deflated,0.35,0.7275,-0.022499999999999964,0.022499999999999853
coupled_audit,0.5,0.7,2,1,0.25,threshold,0.7,2.71,1.96,0.039999999999999925
coupled_audit,0.5,0.7,2,1,0.25,best_grid,0.7,2.71,1.96,0.039999999999999925
separated_audit,0.5,0.7,2,1,0.25,truthful,0.5,0.75,0.0,0.0
separated_audit,0.5,0.7,2,1,0.25,inflated,0.65,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,2,1,0.25,deflated,0.35,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,2,1,0.25,threshold,0.7,0.96,0.20999999999999996,0.039999999999999925
separated_audit,0.5,0.7,2,1,0.25,best_grid,0.7,0.96,0.20999999999999996,0.039999999999999925
coupled_winner,0.5,0.7,2,1,1,truthful,0.5,0.0,0.0,0.0
coupled_winner,0.5,0.7,2,1,1,inflated,0.65,0.0,0.0,0.022499999999999853
coupled_winner,0.5,0.7,2,1,1,deflated,0.35,0.0,0.0,0.022499999999999853
coupled_winner,0.5,0.7,2,1,1,threshold,0.7,2.71,2.71,0.039999999999999925
coupled_winner,0.5,0.7,2,1,1,best_grid,0.7,2.71,2.71,0.039999999999999925
coupled_audit,0.5,0.7,2,1,1,truthful,0.5,0.75,0.0,0.0
coupled_audit,0.5,0.7,2,1,1,inflated,0.65,0.7275,-0.022499999999999964,0.022499999999999853
coupled_audit,0.5,0.7,2,1,1,deflated,0.35,0.7275,-0.022499999999999964,0.022499999999999853
coupled_audit,0.5,0.7,2,1,1,threshold,0.7,2.71,1.96,0.039999999999999925
coupled_audit,0.5,0.7,2,1,1,best_grid,0.7,2.71,1.96,0.039999999999999925
separated_audit,0.5,0.7,2,1,1,truthful,0.5,0.75,0.0,0.0
separated_audit,0.5,0.7,2,1,1,inflated,0.65,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,2,1,1,deflated,0.35,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,2,1,1,threshold,0.7,1.71,0.96,0.039999999999999925
separated_audit,0.5,0.7,2,1,1,best_grid,0.7,1.71,0.96,0.039999999999999925
coupled_winner,0.5,0.7,2,1,4,truthful,0.5,0.0,0.0,0.0
coupled_winner,0.5,0.7,2,1,4,inflated,0.65,0.0,0.0,0.022499999999999853
coupled_winner,0.5,0.7,2,1,4,deflated,0.35,0.0,0.0,0.022499999999999853
coupled_winner,0.5,0.7,2,1,4,threshold,0.7,2.71,2.71,0.039999999999999925
coupled_winner,0.5,0.7,2,1,4,best_grid,0.7,2.71,2.71,0.039999999999999925
coupled_audit,0.5,0.7,2,1,4,truthful,0.5,0.75,0.0,0.0
coupled_audit,0.5,0.7,2,1,4,inflated,0.65,0.7275,-0.022499999999999964,0.022499999999999853
coupled_audit,0.5,0.7,2,1,4,deflated,0.35,0.7275,-0.022499999999999964,0.022499999999999853
coupled_audit,0.5,0.7,2,1,4,threshold,0.7,2.71,1.96,0.039999999999999925
coupled_audit,0.5,0.7,2,1,4,best_grid,0.7,2.71,1.96,0.039999999999999925
separated_audit,0.5,0.7,2,1,4,truthful,0.5,0.75,0.0,0.0
separated_audit,0.5,0.7,2,1,4,inflated,0.65,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,2,1,4,deflated,0.35,0.7275,-0.022499999999999964,0.022499999999999853
separated_audit,0.5,0.7,2,1,4,threshold,0.7,4.71,3.96,0.039999999999999925
separated_audit,0.5,0.7,2,1,4,best_grid,0.7,4.71,3.96,0.039999999999999925
coupled_winner,0.7,0.3,0,0.01,0,truthful,0.7,0.79,0.0,65.14589999999998
coupled_winner,0.7,0.3,0,0.01,0,inflated,0.85,0.7675,-0.022500000000000075,68.60656875000001
coupled_winner,0.7,0.3,0,0.01,0,deflated,0.5499999999999999,0.7675,-0.022500000000000075,58.52656874999998
coupled_winner,0.7,0.3,0,0.01,0,threshold,0.3,0.6300000000000001,-0.15999999999999992,42.6531
coupled_winner,0.7,0.3,0,0.01,0,best_grid,0.7,0.79,0.0,65.14589999999998
coupled_audit,0.7,0.3,0,0.01,0,truthful,0.7,0.79,0.0,65.14589999999998
coupled_audit,0.7,0.3,0,0.01,0,inflated,0.85,0.7675,-0.022500000000000075,68.60656875000001
coupled_audit,0.7,0.3,0,0.01,0,deflated,0.5499999999999999,0.7675,-0.022500000000000075,58.52656874999998
coupled_audit,0.7,0.3,0,0.01,0,threshold,0.3,0.6300000000000001,-0.15999999999999992,42.6531
coupled_audit,0.7,0.3,0,0.01,0,best_grid,0.7,0.79,0.0,65.14589999999998
separated_audit,0.7,0.3,0,0.01,0,truthful,0.7,0.79,0.0,65.14589999999998
separated_audit,0.7,0.3,0,0.01,0,inflated,0.85,0.7675,-0.022500000000000075,68.60656875000001
separated_audit,0.7,0.3,0,0.01,0,deflated,0.5499999999999999,0.7675,-0.022500000000000075,58.52656874999998
separated_audit,0.7,0.3,0,0.01,0,threshold,0.3,0.6300000000000001,-0.15999999999999992,42.6531
separated_audit,0.7,0.3,0,0.01,0,best_grid,0.7,0.79,0.0,65.14589999999998
coupled_winner,0.7,0.3,0,0.01,0.25,truthful,0.7,0.79,0.0,65.14589999999998
coupled_winner,0.7,0.3,0,0.01,0.25,inflated,0.85,0.7675,-0.022500000000000075,68.60656875000001
coupled_winner,0.7,0.3,0,0.01,0.25,deflated,0.5499999999999999,0.7675,-0.022500000000000075,58.52656874999998
coupled_winner,0.7,0.3,0,0.01,0.25,threshold,0.3,0.6300000000000001,-0.15999999999999992,42.6531
coupled_winner,0.7,0.3,0,0.01,0.25,best_grid,0.7,0.79,0.0,65.14589999999998
coupled_audit,0.7,0.3,0,0.01,0.25,truthful,0.7,0.79,0.0,65.14589999999998
coupled_audit,0.7,0.3,0,0.01,0.25,inflated,0.85,0.7675,-0.022500000000000075,68.60656875000001
coupled_audit,0.7,0.3,0,0.01,0.25,deflated,0.5499999999999999,0.7675,-0.022500000000000075,58.52656874999998
coupled_audit,0.7,0.3,0,0.01,0.25,threshold,0.3,0.6300000000000001,-0.15999999999999992,42.6531
coupled_audit,0.7,0.3,0,0.01,0.25,best_grid,0.7,0.79,0.0,65.14589999999998
separated_audit,0.7,0.3,0,0.01,0.25,truthful,0.7,1.04,0.0,65.14589999999998
separated_audit,0.7,0.3,0,0.01,0.25,inflated,0.85,1.0175,-0.022499999999999964,68.60656875000001
separated_audit,0.7,0.3,0,0.01,0.25,deflated,0.5499999999999999,1.0175,-0.022499999999999964,58.52656874999998
separated_audit,0.7,0.3,0,0.01,0.25,threshold,0.3,0.8800000000000001,-0.15999999999999992,42.6531
separated_audit,0.7,0.3,0,0.01,0.25,best_grid,0.7,1.04,0.0,65.14589999999998
coupled_winner,0.7,0.3,0,0.01,1,truthful,0.7,0.79,0.0,65.14589999999998
coupled_winner,0.7,0.3,0,0.01,1,inflated,0.85,0.7675,-0.022500000000000075,68.60656875000001
coupled_winner,0.7,0.3,0,0.01,1,deflated,0.5499999999999999,0.7675,-0.022500000000000075,58.52656874999998
coupled_winner,0.7,0.3,0,0.01,1,threshold,0.3,0.6300000000000001,-0.15999999999999992,42.6531
coupled_winner,0.7,0.3,0,0.01,1,best_grid,0.7,0.79,0.0,65.14589999999998
coupled_audit,0.7,0.3,0,0.01,1,truthful,0.7,0.79,0.0,65.14589999999998
coupled_audit,0.7,0.3,0,0.01,1,inflated,0.85,0.7675,-0.022500000000000075,68.60656875000001
