seed,episode,policy,net_value,reward,execution_cost,audit_cost,completed_projects,attempted_projects,pseudo_regret,selected_brier
0,63,random,3.352974742042512,4.350474742042512,0.9975,0.0,1,7,5.01852542441158,0.25
0,64,random,11.454155095552544,12.638405095552544,1.18425,0.0,3,8,4.331495127008575,0.25
0,65,random,6.096341784462364,7.768341784462365,1.6720000000000002,0.0,2,7,4.932300543996663,0.25
0,66,random,12.028092860022433,13.534342860022432,1.5062499999999999,0.0,4,7,5.601748916537932,0.25
0,67,random,9.927871236420938,11.186371236420937,1.2585000000000002,0.0,3,8,5.238370423176259,0.25
0,68,random,1.9065471444131656,2.8780471444131654,0.9714999999999999,0.0,1,7,5.81823500816071,0.25
0,69,random,10.934663492630815,12.704663492630814,1.7700000000000002,0.0,4,7,6.280396378188957,0.25
0,70,random,12.775808614217667,14.386058614217667,1.61025,0.0,4,8,3.7928128690231766,0.25
0,71,random,2.172409479371378,3.7926594793713786,1.6202500000000002,0.0,1,6,5.61108319696132,0.25
0,72,random,-1.12275,0.0,1.12275,0.0,0,8,5.875743043718026,0.25
0,73,random,5.46226804393753,6.97676804393753,1.5145000000000002,0.0,2,7,5.8445811775021275,0.25
0,74,random,9.069870982991983,10.913120982991982,1.84325,0.0,3,7,5.161062321665265,0.25
0,75,random,6.354450009555421,7.335950009555422,0.9815,0.0,2,7,6.54389190866546,0.25
0,76,random,9.64794318116854,11.01269318116854,1.36475,0.0,3,7,5.573986229187921,0.25
0,77,random,1.3832023615162279,3.143202361516228,1.7600000000000002,0.0,1,6,5.433489769046293,0.25
0,78,random,7.928966323503985,9.431966323503985,1.5030000000000006,0.0,3,8,7.072991426576432,0.25
0,79,random,2.044180852173592,3.2094308521735924,1.1652500000000003,0.0,1,8,6.198650113902008,0.25
0,0,cheapest,9.370891574812816,9.958891574812817,0.5880000000000001,0.0,3,8,12.453665267542062,0.23020000000000002
0,1,cheapest,-0.7105000000000002,0.0,0.7105000000000002,0.0,0,8,12.7237147371464,0.22452
0,2,cheapest,-0.50575,0.0,0.50575,0.0,0,8,13.729651798590751,0.21374285714285715
0,3,cheapest,-0.56525,0.0,0.56525,0.0,0,8,14.171936098713688,0.263275
0,4,cheapest,6.382056532768929,6.928056532768929,0.546,0.0,2,8,13.33732040971399,0.23264
0,5,cheapest,-0.5407500000000001,0.0,0.5407500000000001,0.0,0,8,13.342644397664035,0.24706666666666663
0,6,cheapest,6.144185249423903,6.613185249423903,0.4689999999999999,0.0,2,8,14.534997404059183,0.22941538461538463
0,7,cheapest,6.098183652200107,6.626683652200107,0.5285,0.0,2,8,12.305405654792672,0.26416
0,8,cheapest,8.089313660347493,8.806813660347494,0.7175000000000004,0.0,3,8,12.467188346951371,0.22452
0,9,cheapest,4.687566542848102,5.270316542848102,0.5827500000000002,0.0,2,8,12.1865710933102,0.216225
0,10,cheapest,7.815492393720166,8.349242393720166,0.5337500000000001,0.0,2,8,14.24094739557593,0.23373333333333335
0,11,cheapest,2.6913964256490757,3.183146425649076,0.49174999999999996,0.0,1,8,13.159828671626785,0.2566
0,12,cheapest,-0.44449999999999995,0.0,0.44449999999999995,0.0,0,8,13.925284358841644,0.3180923076923076
0,13,cheapest,2.451319413423339,2.897569413423339,0.44625000000000004,0.0,1,8,13.141677197268491,0.3285846153846154
0,14,cheapest,12.52149974900223,13.24599974900223,0.7245000000000003,0.0,4,8,13.896090321224944,0.18652
0,15,cheapest,7.260620411085473,7.675370411085472,0.41475000000000006,0.0,2,8,14.130420695588523,0.2904333333333333
0,16,cheapest,-0.6282500000000001,0.0,0.6282500000000001,0.0,0,8,12.757057738711056,0.2733111111111111
0,17,cheapest,-0.49000000000000005,0.0,0.49000000000000005,0.0,0,8,13.934270314574002,0.264
0,18,cheapest,2.621465104962258,3.155215104962258,0.5337500000000001,0.0,1,8,13.340503428365556,0.20973333333333333
0,19,cheapest,3.2082744062232447,3.717524406223245,0.50925,0.0,1,8,14.079047462037396,0.2599714285714286
0,20,cheapest,9.636813275814793,10.217813275814793,0.5810000000000002,0.0,3,8,13.293573942016822,0.20520000000000002
0,21,cheapest,2.468767854571266,3.027017854571266,0.55825,0.0,1,8,12.641183298052194,0.22354666666666667
0,22,cheapest,-0.5389999999999999,0.0,0.5389999999999999,0.0,0,8,13.306177910384669,0.24064000000000002
0,23,cheapest,-0.5565,0.0,0.5565,0.0,0,8,13.060892674003863,0.2144533333333333
0,24,cheapest,2.5541223254475947,3.0178723254475948,0.46375000000000005,0.0,1,8,13.198188612037127,0.2522153846153846
0,25,cheapest,-0.5810000000000001,0.0,0.5810000000000001,0.0,0,8,13.89404209959351,0.24520000000000003
0,26,cheapest,2.520359535225698,3.036609535225698,0.51625,0.0,1,8,13.682718027591688,0.21425714285714287
0,27,cheapest,3.7153938996520255,4.268393899652025,0.553,0.0,1,8,14.064771190815817,0.21664
0,28,cheapest,-0.47950000000000004,0.0,0.47950000000000004,0.0,0,8,13.969580952613256,0.30634285714285714
0,29,cheapest,13.504601696211594,14.187101696211595,0.6825000000000001,0.0,4,8,13.860043708650839,0.2345684210526316
0,30,cheapest,16.36071047768556,17.18496047768556,0.8242500000000004,0.0,5,8,14.0421378654431,0.1985913043478261
0,31,cheapest,8.656525718955187,9.337275718955187,0.6807500000000002,0.0,3,8,12.248750996705365,0.21054736842105262
0,32,cheapest,-0.5635,0.0,0.5635,0.0,0,8,13.161587786711058,0.30974999999999997
0,33,cheapest,-0.39025,0.0,0.39025,0.0,0,8,15.317388519606844,0.24534545454545456
0,34,cheapest,3.180309784397318,3.679059784397318,0.49874999999999997,0.0,1,8,14.60670068085161,0.25088571428571427
0,35,cheapest,5.522735171645828,6.105485171645828,0.5827500000000001,0.0,2,8,13.250443600532797,0.216225
0,36,cheapest,2.6035646051986245,3.0953146051986247,0.49174999999999996,0.0,1,8,13.608053198520718,0.29374285714285714
0,37,cheapest,7.256157717544449,7.842407717544449,0.5862500000000002,0.0,2,8,15.074353683882029,0.22623529411764706
0,38,cheapest,3.226241339456426,3.714491339456426,0.48824999999999996,0.0,1,8,14.537504441400083,0.22815384615384618
0,39,cheapest,6.196388544929423,6.801888544929423,0.6055000000000001,0.0,2,8,14.461089947917024,0.2323294117647059
0,40,cheapest,10.694994161344237,11.349494161344237,0.6545000000000002,0.0,3,8,5.441172947658086,0.17906666666666668
0,41,cheapest,3.4938493788956353,4.027599378895635,0.5337500000000001,0.0,1,8,5.2079737333190215,0.26306666666666667
0,42,cheapest,3.489730606928154,4.067230606928154,0.5775000000000001,0.0,1,8,5.121502174557158,0.23475000000000001
0,43,cheapest,5.121761744228681,5.737761744228681,0.6160000000000002,0.0,2,8,5.318657884823581,0.22804705882352944
0,44,cheapest,7.636952401533586,8.291452401533586,0.6545000000000002,0.0,2,8,5.170870410807745,0.2301777777777778
0,45,cheapest,-0.5985,0.0,0.5985,0.0,0,8,4.957478920356025,0.25585882352941175
0,46,cheapest,9.579548782963728,10.248048782963728,0.6685000000000002,0.0,3,8,4.685089574862387,0.22825263157894737
0,47,cheapest,3.565074582376239,4.011324582376239,0.44625,0.0,1,8,4.892512256296756,0.22103333333333333
0,48,cheapest,10.602156189893314,11.172656189893313,0.5705,0.0,3,8,5.333508515707027,0.22725
0,49,cheapest,6.882178914494456,7.552428914494456,0.6702500000000002,0.0,2,8,5.214031847252177,0.2228
0,50,cheapest,2.346092250548975,2.892092250548975,0.546,0.0,1,8,5.298890646100296,0.20597333333333337
0,51,cheapest,5.807528532597873,6.353528532597873,0.546,0.0,2,8,5.276166374749619,0.23264
0,52,cheapest,6.028031117054525,6.661531117054524,0.6335000000000001,0.0,2,8,4.594145156708298,0.20795555555555556
0,53,cheapest,5.389885395957623,6.095135395957623,0.7052500000000002,0.0,2,8,5.140576868477061,0.19534
0,54,cheapest,5.972137885011098,6.483137885011098,0.511,0.0,2,8,5.1342200949445616,0.25542857142857145
0,55,cheapest,6.7628395245895305,7.331589524589531,0.5687500000000001,0.0,2,8,5.524825405968879,0.216225
0,56,cheapest,10.229338527610079,10.91183852761008,0.6825000000000002,0.0,3,8,5.203760437674786,0.18614736842105262
0,57,cheapest,10.691375419311418,11.209375419311419,0.518,0.0,3,8,5.452774890686977,0.21828571428571428
0,58,cheapest,3.515417845769242,4.031667845769242,0.51625,0.0,1,8,5.30653604661814,0.23140000000000002
0,59,cheapest,-0.5355,0.0,0.5355,0.0,0,8,5.097563367369757,0.27482666666666666
0,60,cheapest,-0.4812499999999999,0.0,0.4812499999999999,0.0,0,8,4.9142101366602,0.24969230769230769
0,61,cheapest,10.666256831933568,11.249006831933569,0.5827500000000001,0.0,3,8,5.524411540340565,0.208725
0,62,cheapest,2.450851451617602,2.895351451617602,0.4445,0.0,1,8,4.560370275782436,0.23966666666666667
0,63,cheapest,3.177194484067757,3.672444484067757,0.49525,0.0,1,8,5.0147434227176015,0.17892307692307693
0,64,cheapest,9.571457290398156,10.281957290398156,0.7105000000000002,0.0,3,8,5.533116842859888,0.20452000000000004
0,65,cheapest,3.541416917775142,4.052416917775142,0.511,0.0,1,8,5.231491930267447,0.2297142857142857
0,66,cheapest,12.498698239816104,13.252948239816105,0.7542500000000002,0.0,4,8,5.032899044586631,0.19335238095238097
0,67,cheapest,6.531098384096497,7.176848384096497,0.6457500000000002,0.0,2,8,4.896957080406384,0.24926666666666664
0,68,cheapest,2.3180471444131654,2.8780471444131654,0.5599999999999999,0.0,1,8,4.88185854633352,0.18997333333333336
0,69,cheapest,15.640537858151852,16.352787858151853,0.7122500000000002,0.0,5,8,4.672258174358616,0.21934
0,70,cheapest,10.029942054490153,10.700192054490152,0.6702500000000001,0.0,3,8,4.868570007584721,0.21648421052631578
0,71,cheapest,9.466723953787293,10.129973953787292,0.6632500000000002,0.0,3,8,5.008359589077831,0.25016842105263154
0,72,cheapest,-0.48824999999999996,0.0,0.48824999999999996,0.0,0,8,5.223157895707554,0.20046153846153844
0,73,cheapest,6.873419879332334,7.431669879332334,0.5582499999999999,0.0,2,8,4.956523544969675,0.19688
0,74,cheapest,10.288370982991982,10.913120982991982,0.6247500000000001,0.0,3,8,5.026557494880887,0.24548235294117646
0,75,cheapest,6.841049653643942,7.359049653643941,0.518,0.0,2,8,5.347150260757232,0.20971428571428571
0,76,cheapest,10.9392631476807,11.6025131476807,0.6632500000000001,0.0,3,8,5.372286699722141,0.23753684210526313
0,77,cheapest,2.766621316161102,3.442121316161102,0.6755000000000001,0.0,1,8,4.539502483217312,0.17983157894736843
0,78,cheapest,8.756466323503986,9.431966323503985,0.6755000000000002,0.0,3,8,4.964098045895908,0.2072
0,79,cheapest,2.645930852173592,3.2094308521735924,0.5635000000000001,0.0,1,8,5.279287394690864,0.26975
0,0,premium,9.083496046609337,11.096496046609337,2.013,0.0,3,3,8.709216070429939,0.0033666666666666675
0,1,premium,9.372861522631439,11.385861522631439,2.013,0.0,3,3,8.823991874986156,0.0033666666666666675
0,2,premium,9.883868932212593,11.896868932212593,2.0130000000000003,0.0,3,3,9.726734613522616,0.0033666666666666675
0,3,premium,10.269074044506928,12.282074044506928,2.013,0.0,3,3,9.994673145997906,0.0033666666666666675
0,4,premium,9.945502868678256,11.958502868678256,2.0130000000000003,0.0,3,3,9.158044692724056,0.0033666666666666675
0,5,premium,5.897456589573028,7.690456589573028,1.7930000000000001,0.0,2,3,9.082580234385734,0.118175
0,6,premium,10.284710014424617,12.297710014424617,2.013,0.0,3,3,10.465557082459636,0.0033666666666666675
0,7,premium,1.35575937989165,3.18175937989165,1.826,0.0,1,3,8.634358263377433,0.21858750000000002
0,8,premium,1.8942541823698729,3.500254182369873,1.606,0.0,1,3,8.531486374632058,0.2548285714285714
0,9,premium,8.929112393552638,10.942112393552637,2.0130000000000003,0.0,3,3,8.491104484923044,0.0033666666666666675
0,10,premium,6.369507303241695,8.382507303241695,2.0130000000000003,0.0,2,3,9.788328625083349,0.1055888888888889
0,11,premium,9.681056028948188,11.694056028948188,2.0130000000000003,0.0,3,3,9.142091957938185,0.0033666666666666675
0,12,premium,2.5758602180571986,4.137860218057199,1.562,0.0,1,3,9.33509200382056,0.24930000000000005
0,13,premium,9.731581457074862,11.744581457074862,2.013,0.0,3,3,9.07476941787051,0.0033666666666666675
0,14,premium,10.414031322184817,12.427031322184817,2.013,0.0,3,3,9.505299083637237,0.0033666666666666675
0,15,premium,5.948788465876282,7.961788465876283,2.0130000000000003,0.0,2,3,10.48905991480301,0.1055888888888889
0,16,premium,8.731563864923155,10.744563864923155,2.013,0.0,3,3,9.410962635918196,0.0033666666666666675
0,17,premium,2.651509782580484,3.806509782580484,1.155,0.0,1,3,10.259765691180943,0.35172000000000003
0,18,premium,9.838373578572034,11.851373578572034,2.0130000000000003,0.0,3,3,9.250719048558299,0.0033666666666666675
0,19,premium,6.835102402721409,8.58410240272141,1.749,0.0,2,3,9.753881120186193,0.11083750000000002
0,20,premium,5.677464533187276,7.283464533187276,1.606,0.0,2,3,9.441648459913923,0.1291142857142857
0,21,premium,9.608090075740952,11.621090075740952,2.013,0.0,3,3,8.51098181770776,0.0033666666666666675
0,22,premium,5.675257667355016,7.688257667355017,2.0130000000000003,0.0,2,3,9.744022436419389,0.1055888888888889
0,23,premium,6.281754695834497,8.030754695834498,1.749,0.0,2,3,8.543946449982364,0.1183375
0,24,premium,9.70588028451142,11.71888028451142,2.013,0.0,3,3,9.174040054336668,0.0033666666666666675
0,25,premium,10.129546182905424,12.142546182905424,2.013,0.0,3,3,9.743762188329754,0.0033666666666666675
0,26,premium,9.817248001553486,11.830248001553485,2.013,0.0,3,3,9.726219969013485,0.0033666666666666675
0,27,premium,10.363922232670115,12.376922232670115,2.013,0.0,3,3,9.77167191692607,0.0033666666666666675
0,28,premium,10.425623934158073,12.438623934158073,2.013,0.0,3,3,9.592443752813455,0.0033666666666666675
0,29,premium,6.326615695774086,8.339615695774086,2.0130000000000003,0.0,2,3,9.557320328551477,0.09892222222222223
0,30,premium,10.603023839275016,12.616023839275016,2.013,0.0,3,3,9.538319736942974,0.0033666666666666675
0,31,premium,8.148593148872031,10.161593148872031,2.013,0.0,3,3,9.234766972612725,0.0033666666666666675
0,32,premium,5.376411767440566,7.389411767440566,2.013,0.0,2,3,9.384358014570678,0.10114444444444443
0,33,premium,6.289865037405795,8.302865037405795,2.013,0.0,2,3,11.612304779674279,0.10114444444444443
0,34,premium,10.12985426526853,12.14285426526853,2.013,0.0,3,3,10.69240091567059,0.0033666666666666675
0,35,premium,2.1119815575519074,3.4539815575519075,1.342,0.0,1,3,9.62409140890787,0.3000333333333333
0,36,premium,10.50061334843709,12.51361334843709,2.0130000000000003,0.0,3,3,9.049859903625475,0.0033666666666666675
0,37,premium,10.147934873029092,12.160934873029092,2.013,0.0,3,3,11.297653981807827,0.0033666666666666675
0,38,premium,5.982425855771671,7.995425855771671,2.0130000000000003,0.0,2,3,10.56404792531713,0.09892222222222223
0,39,premium,6.583338594827321,8.112338594827321,1.5290000000000001,0.0,2,3,10.395870372510483,0.13454285714285713
0,40,premium,10.81531425572539,12.82831425572539,2.013,0.0,3,3,4.0070975715915225,0.0033666666666666675
0,41,premium,10.382037109678013,12.395037109678013,2.0130000000000003,0.0,3,3,3.860198058136854,0.0033666666666666675
0,42,premium,10.186384590041488,12.199384590041488,2.013,0.0,3,3,3.824942864088917,0.0033666666666666675
0,43,premium,10.668986797486442,12.681986797486442,2.0130000000000003,0.0,3,3,3.7803398622804707,0.0033666666666666675
0,44,premium,10.351795936273673,12.364795936273673,2.013,0.0,3,3,3.723493636053962,0.0033666666666666675
0,45,premium,5.918916902082968,7.931916902082968,2.013,0.0,2,3,3.8533508105408876,0.1055888888888889
0,46,premium,9.307273223632762,11.320273223632762,2.013,0.0,3,3,3.5189751988077953,0.0033666666666666675
0,47,premium,2.8563245823762387,4.011324582376239,1.155,0.0,1,3,3.1505744423194404,0.35172000000000003
0,48,premium,3.180662409953527,4.335662409953527,1.155,0.0,1,3,4.018334443093264,0.35172000000000003
0,49,premium,10.046004197278448,12.059004197278448,2.0130000000000003,0.0,3,3,4.37489172391374,0.0033666666666666675
0,50,premium,6.525824155004918,8.318824155004918,1.7930000000000001,0.0,2,3,4.053879052324219,0.113175
0,51,premium,6.249193442982401,8.2621934429824,2.013,0.0,2,3,4.211480718620151,0.10114444444444443
0,52,premium,9.107613313385512,11.120613313385512,2.013,0.0,3,3,3.5337686372994748,0.0033666666666666675
0,53,premium,10.080665755150077,12.093665755150077,2.013,0.0,3,3,3.9887310868157204,0.0033666666666666675
0,54,premium,10.018244150872318,12.031244150872318,2.013,0.0,3,3,4.221356049945258,0.0033666666666666675
0,55,premium,6.613443887173355,8.626443887173355,2.013,0.0,2,3,4.308614457978318,0.10114444444444443
0,56,premium,10.177515200096366,12.190515200096366,2.013,0.0,3,3,4.179320415471766,0.0033666666666666675
0,57,premium,6.771992193917063,8.377992193917063,1.606,0.0,2,3,4.552375527782843,0.1291142857142857
0,58,premium,6.654155791898698,8.447155791898698,1.7930000000000001,0.0,2,3,3.658990132496535,0.113175
0,59,premium,5.784106348194886,7.797106348194886,2.013,0.0,2,3,3.827367862097736,0.09892222222222223
0,60,premium,1.8377201396703313,3.6307201396703315,1.7930000000000001,0.0,1,3,3.7227438522670537,0.228175
0,61,premium,10.853571805817522,12.866571805817522,2.0130000000000003,0.0,3,3,4.319478555084196,0.0033666666666666675
0,62,premium,5.829718484335713,7.655718484335713,1.826,0.0,2,3,3.4243761959780805,0.1135875
0,63,premium,6.416919226110268,8.022919226110268,1.606,0.0,2,3,4.006548170286323,0.1291142857142857
0,64,premium,10.918306479423391,12.931306479423391,2.013,0.0,3,3,4.253093985058967,0.0033666666666666675
0,65,premium,6.2254723512525905,8.01847235125259,1.7930000000000001,0.0,2,3,3.897575396361658,0.113175
0,66,premium,9.985468349075134,11.998468349075134,2.013,0.0,3,3,3.8190186094044654,0.0033666666666666675
0,67,premium,-0.968,0.0,0.968,0.0,0,3,3.642875103531778,0.65925
0,68,premium,9.51563206637255,11.52863206637255,2.0130000000000003,0.0,3,3,3.8611211376077756,0.0033666666666666675
0,69,premium,9.333554382829698,11.346554382829698,2.013,0.0,3,3,3.4985080816481195,0.0033666666666666675
0,70,premium,9.643267689079147,11.656267689079147,2.0130000000000003,0.0,3,3,3.863601378553976,0.0033666666666666675
0,71,premium,9.724265330298353,11.737265330298353,2.013,0.0,3,3,4.196572854955227,0.0033666666666666675
0,72,premium,6.268116153108378,7.830116153108379,1.562,0.0,2,3,4.38330543743678,0.12644285714285716
0,73,premium,9.938574326757953,11.951574326757953,2.013,0.0,3,3,3.4873644060313307,0.0033666666666666675
0,74,premium,9.766477181072455,11.779477181072455,2.0130000000000003,0.0,3,3,4.233641342709823,0.0033666666666666675
0,75,premium,10.734305515728286,12.747305515728286,2.0130000000000003,0.0,3,3,3.810935610467009,0.0033666666666666675
0,76,premium,10.41622997641126,12.42922997641126,2.013,0.0,3,3,4.4187854258747095,0.0033666666666666675
0,77,premium,8.819623626074325,10.832623626074325,2.013,0.0,3,3,3.892755345349694,0.0033666666666666675
0,78,premium,6.071467794604695,7.820467794604696,1.749,0.0,2,3,3.5250259833323145,0.11083750000000002
0,79,premium,6.610725849140254,8.216725849140254,1.606,0.0,2,3,3.8473031503615642,0.1291142857142857
0,0,static_router,23.510879018297324,25.562879018297323,2.052000000000001,0.0,8,8,0.0,0.012799999999999999
0,1,static_router,12.819671907090223,14.812171907090224,1.9925000000000008,0.0,5,8,0.0,0.11568695652173912
0,2,static_router,21.528643293304754,23.580643293304753,2.0520000000000005,0.0,7,8,0.0,0.04446666666666666
0,3,static_router,15.351442154950695,17.108442154950694,1.7570000000000003,0.0,5,8,0.0,0.12902
0,4,static_router,22.105953430071793,24.002453430071792,1.896500000000001,0.0,7,8,0.0,0.047327272727272725
0,5,static_router,21.996401464389375,23.952401464389375,1.9560000000000008,0.0,7,8,0.0,0.04902608695652173
0,6,static_router,27.471373430113957,29.523373430113956,2.052000000000001,0.0,8,8,0.0,0.012799999999999999
0,7,static_router,10.306645683366385,12.198645683366387,1.8920000000000008,0.0,4,8,0.0,0.1562909090909091
0,8,static_router,17.324445079669914,19.236945079669916,1.9125000000000005,0.0,6,8,0.0,0.0802909090909091
0,9,static_router,20.38245688372856,22.434456883728558,2.0520000000000005,0.0,7,8,0.0,0.0478
0,10,static_router,22.798119264670973,24.850119264670973,2.0520000000000005,0.0,7,8,0.0,0.0478
0,11,static_router,13.986926092212157,15.619426092212157,1.6325000000000005,0.0,5,8,0.0,0.11988571428571428
0,12,static_router,19.184816990766755,21.097316990766757,1.912500000000001,0.0,6,8,0.0,0.08574545454545454
0,13,static_router,16.791905782271023,18.843905782271023,2.052000000000001,0.0,6,8,0.0,0.07446666666666667
0,14,static_router,23.325240467868948,25.281240467868948,1.956000000000001,0.0,7,8,0.0,0.04554782608695652
0,15,static_router,19.76062067412367,21.67312067412367,1.9125000000000008,0.0,6,8,0.0,0.07847272727272726
0,16,static_router,18.711902774133332,20.491902774133333,1.780000000000001,0.0,6,8,0.0,0.08826666666666666
0,17,static_router,12.284806471226776,13.702306471226777,1.4175000000000004,0.0,4,8,0.0,0.18028888888888886
0,18,static_router,22.471035236546875,24.367535236546875,1.8965000000000007,0.0,7,8,0.0,0.047327272727272725
