family,predictor,observations_not_independent_tasks,brier,log_loss,calibration_intercept,calibration_slope
AppWorld,equal_pool,152,0.4688823099415204,1.1654049528869648,-7.354368675327985,5.0656862927361335
AppWorld,forecaster-0,152,0.6952921052631579,1.9663968153977156,-2.380935574461299,-0.08745502622396652
AppWorld,forecaster-1,152,0.5363907894736842,1.3584303013746588,-6.685986527951054,3.0347285964601944
AppWorld,forecaster-2,152,0.25,0.6931471805599453,,
