arm,rows,independent_units,net_value,ci95_low,ci95_high,mean_cost,success_rate,budget_violations
calms|r=0.005|pool=exponential,200,10,0.207951445,0.201388722,0.214519505,0.004548555,0.85,0
cheapest|r=0|pool=exponential,200,10,0.21468119400000002,0.20968013000000002,0.2196653,0.00031880600000000004,0.86,0
coupled|r=0|pool=exponential,200,10,0.207981843,0.201404876,0.214540911,0.004518157,0.85,0
equal|r=0|pool=exponential,200,10,0.207981843,0.201404876,0.214540911,0.004518157,0.85,0
explore|r=0|pool=exponential,200,10,0.213084922,0.20789550399999998,0.21814354900000002,0.000665078,0.855,0
myopic|r=0.005|pool=exponential,200,10,0.207951445,0.201388722,0.214519505,0.004548555,0.85,0
premium|r=0|pool=exponential,200,10,0.21016374999999998,0.20358929999999997,0.21671484999999996,0.00233625,0.85,0
selected|r=0|pool=exponential,200,10,0.207981843,0.201404876,0.214540911,0.004518157,0.85,0
static|r=0|pool=exponential,200,10,0.212265184,0.20463992800000003,0.21976436800000002,0.001484816,0.855,0
