family,predictor,observations_not_independent_tasks,brier,log_loss,calibration_intercept,calibration_slope
musique,equal_pool,1200,0.24697558485682375,0.6883860968290813,-0.45265002521758657,1.008544427190038
musique,forecaster-0,1200,0.24630483333333336,0.6865369756134124,-0.15891900514645332,0.6266091030614616
musique,forecaster-1,1200,0.2758883333333333,0.7595749102382986,-0.5218842245039527,0.5690072805279389
musique,forecaster-2,1200,0.24564464482233148,0.6852433840941811,-0.374498428285264,0.953620327442677
